Office_Record_No,Office_name,Address_1,Address_2,City,State,Zip_Code,Phone_number_2,Office_contact,HandicapAccess,Fax_number2
53328,Body and Soul Holistic Healthcare,7810 Old York Road,,Elkins Park,PA,19027,,,FALSE,
53349,Chester County Otolaryngology & Allergy Associates,795 East Marshall Street,Suite 303,West Chester,PA,19380,,,FALSE,
53350,Chester County Pulmonary & Sleep Specialists,795 East Marshall Street,Suite 304,West Chester,PA,19380,,,FALSE,
53353,"Chester County Rheumatology, PC",795 East Marshall Street,Suite 101,West Chester,PA,19380,,,FALSE,
53353,"Chester County Rheumatology, PC",795 East Marshall Street,Suite 101,West Chester,PA,19380,,,FALSE,
53356,"American Access Care, LLC",7959 Bustleton Avenue,,Philadelphia,PA,19152,,,FALSE,
53358,Chester County Medical Associates,797 East Lancaster Avenue,Suite 17,Downingtown,PA,19335,,,FALSE,
53358,Chester County Medical Associates,797 East Lancaster Avenue,Suite 17,Downingtown,PA,19335,,,FALSE,
53364,Salem Medical Group,8 Bypass Road,,Salem,NJ,08079,,,FALSE,
53370,"Alexander C Keszeli, DO",80 West Welsh Pool Road,,Exton,PA,19341,,,FALSE,
53382,Coventry Pediatrics,800 Heritage Drive,Suite 820,Pottstown,PA,19464,(610)326-8660,Amy Levan,FALSE,
53382,Coventry Pediatrics,800 Heritage Drive,Suite 820,Pottstown,PA,19464,(610)326-8660,Amy Levan,FALSE,
53382,Coventry Pediatrics,800 Heritage Drive,Suite 820,Pottstown,PA,19464,(610)326-8660,Amy Levan,FALSE,
53382,Coventry Pediatrics,800 Heritage Drive,Suite 820,Pottstown,PA,19464,(610)326-8660,Amy Levan,FALSE,
53382,Coventry Pediatrics,800 Heritage Drive,Suite 820,Pottstown,PA,19464,(610)326-8660,Amy Levan,FALSE,
53413,Pennsylvania Hospital,800 Spruce Street,,Philadelphia,PA,19107,,,FALSE,
53433,Pain Management Physicians,8019 Frankford Avenue,Suite A,Philadelphia,PA,19135,,,FALSE,
53433,Pain Management Physicians,8019 Frankford Avenue,Suite A,Philadelphia,PA,19135,,,FALSE,
53436,"Reem Saadeh Awwad, MD",8047 CD Smith Road,,Germantown,TN,38138,,,FALSE,
53438,New Life Cardiovascular Care,805 East Willow Grove Avenue,Suite C2 & D1,Wyndmoor,PA,19038,,,FALSE,
53450,CarePlex,81 Robinson Street,,Pottstown,PA,19464,(610)970-1600,Robin McMonagle,FALSE,
53450,CarePlex,81 Robinson Street,,Pottstown,PA,19464,(610)970-1600,Robin McMonagle,FALSE,
53450,CarePlex,81 Robinson Street,,Pottstown,PA,19464,(610)970-1600,Robin McMonagle,FALSE,
53450,CarePlex,81 Robinson Street,,Pottstown,PA,19464,(610)970-1600,Robin McMonagle,FALSE,
53466,"Frances Sirico-Kelly, DO",8200 Flourtown Avenue,Suite 5,Wyndmoor,PA,19038,,,FALSE,
53467,"Jonathan Morley, MD",8200 Flourtown Avenue,Suite 4B,Wyndmooor,PA,19038,,,FALSE,
53471,Chestnut Hill Allergy & Asthma,8200 Flourtown Avenue,Suite 4,Wyndmoor,PA,19038,,,FALSE,
53472,Northwest Internal Medicine,8200 Flourtown Avenue,Suite 2,Wyndmoor,PA,19038,(215)836-5100,Janet Salenmo,FALSE,
53472,Northwest Internal Medicine,8200 Flourtown Avenue,Suite 2,Wyndmoor,PA,19038,(215)836-5100,Janet Salenmo,FALSE,
53472,Northwest Internal Medicine,8200 Flourtown Avenue,Suite 2,Wyndmoor,PA,19038,(215)836-5100,Janet Salenmo,FALSE,
53472,Northwest Internal Medicine,8200 Flourtown Avenue,Suite 2,Wyndmoor,PA,19038,(215)836-5100,Janet Salenmo,FALSE,
53472,Northwest Internal Medicine,8200 Flourtown Avenue,Suite 2,Wyndmoor,PA,19038,(215)836-5100,Janet Salenmo,FALSE,
53477,"Simeon Bardin, MD",8200 Flourtown Avenue,Suite 6,Wyndmoor,PA,19038,,,FALSE,
53504,The Cancer Center,Phoenixville Hospital,824 Main Street,Phoenixville,PA,19460,,,FALSE,
53505,MidLantic Urology,824 Main Street,Suite 301,Phoenixville,PA,19460,,,FALSE,
53505,MidLantic Urology,824 Main Street,Suite 301,Phoenixville,PA,19460,,,FALSE,
53505,MidLantic Urology,824 Main Street,Suite 301,Phoenixville,PA,19460,,,FALSE,
53505,MidLantic Urology,824 Main Street,Suite 301,Phoenixville,PA,19460,,,FALSE,
53505,MidLantic Urology,824 Main Street,Suite 301,Phoenixville,PA,19460,,,FALSE,
53505,MidLantic Urology,824 Main Street,Suite 301,Phoenixville,PA,19460,,,FALSE,
53505,MidLantic Urology,824 Main Street,Suite 301,Phoenixville,PA,19460,,,FALSE,
53505,MidLantic Urology,824 Main Street,Suite 301,Phoenixville,PA,19460,,,FALSE,
53506,Healthmark Foot & Ankle,824 Main Street,Suite 303,Phoenixville,PA,19460,,,FALSE,
53506,Healthmark Foot & Ankle,824 Main Street,Suite 303,Phoenixville,PA,19460,,,FALSE,
53506,Healthmark Foot & Ankle,824 Main Street,Suite 303,Phoenixville,PA,19460,,,FALSE,
53507,Hematology Oncology Associates of Phoenixville,824 Main Street,Suite 101,Phoenixville,PA,19460,,,FALSE,
53507,Hematology Oncology Associates of Phoenixville,824 Main Street,Suite 101,Phoenixville,PA,19460,,,FALSE,
53507,Hematology Oncology Associates of Phoenixville,824 Main Street,Suite 101,Phoenixville,PA,19460,,,FALSE,
53507,Hematology Oncology Associates of Phoenixville,824 Main Street,Suite 101,Phoenixville,PA,19460,,,FALSE,
53508,Moore Eye Institute,824 Main Street,"Suite 203, MOB 1",Phoenixville,PA,19460,,,FALSE,
53508,Moore Eye Institute,824 Main Street,"Suite 203, MOB 1",Phoenixville,PA,19460,,,FALSE,
53509,Kidney Care Specialists LLC - Nephrology Associates Division,824 Main Street,Suite 204,Phoenixville,PA,19460,,,FALSE,
53509,Kidney Care Specialists LLC - Nephrology Associates Division,824 Main Street,Suite 204,Phoenixville,PA,19460,,,FALSE,
53509,Kidney Care Specialists LLC - Nephrology Associates Division,824 Main Street,Suite 204,Phoenixville,PA,19460,,,FALSE,
53509,Kidney Care Specialists LLC - Nephrology Associates Division,824 Main Street,Suite 204,Phoenixville,PA,19460,,,FALSE,
53511,PennCare for Kids,824 Main Street,Suite 100A,Phoenixville,PA,19460,,,FALSE,
53518,"Pottstown Regional Radiation Oncology, PC",Phoenixville Hospital,824 Main Street Suite 101,Phoenixville,PA,19460,,,FALSE,
53518,"Pottstown Regional Radiation Oncology, PC",Phoenixville Hospital,824 Main Street Suite 101,Phoenixville,PA,19460,,,FALSE,
53522,"PMA Medical Specialists, LLC",824 Main Street,"Suite 307, MOB 1",Phoenixville,PA,19460,,,FALSE,
53542,Chestnut Hill Dental Group,825 Bethlehem Pike,Suite 200,Flourtown,PA,19031,,,FALSE,
53544,ENT and Allergy Specialists,825 Old Lancaster Road,Suite 300,Bryn Mawr,PA,19010,,,FALSE,
53544,ENT and Allergy Specialists,825 Old Lancaster Road,Suite 300,Bryn Mawr,PA,19010,,,FALSE,
53545,Main Line Fertility Bryn Mawr,825 Old Lancaster Road,Suite 170,Bryn Mawr,PA,19010,,,FALSE,
53546,Rothman Institute,825 Old Lancaster Road,"Medical Arts Pavilion, 2nd Floor",Bryn Mawr,PA,19010,,,FALSE,
53546,Rothman Institute,825 Old Lancaster Road,"Medical Arts Pavilion, 2nd Floor",Bryn Mawr,PA,19010,,,FALSE,
53546,Rothman Institute,825 Old Lancaster Road,"Medical Arts Pavilion, 2nd Floor",Bryn Mawr,PA,19010,,,FALSE,
53546,Rothman Institute,825 Old Lancaster Road,"Medical Arts Pavilion, 2nd Floor",Bryn Mawr,PA,19010,,,FALSE,
53571,Cardiothoracic Office,"826 Main Street, MOB II",Suite 303,Phoenixville,PA,19460,(610)983-1560,Theresa Kull,FALSE,
53571,Cardiothoracic Office,"826 Main Street, MOB II",Suite 303,Phoenixville,PA,19460,(610)983-1560,Theresa Kull,FALSE,
53571,Cardiothoracic Office,"826 Main Street, MOB II",Suite 303,Phoenixville,PA,19460,(610)983-1560,Theresa Kull,FALSE,
53571,Cardiothoracic Office,"826 Main Street, MOB II",Suite 303,Phoenixville,PA,19460,(610)983-1560,Theresa Kull,FALSE,
53571,Cardiothoracic Office,"826 Main Street, MOB II",Suite 303,Phoenixville,PA,19460,(610)983-1560,Theresa Kull,FALSE,
53571,Cardiothoracic Office,"826 Main Street, MOB II",Suite 303,Phoenixville,PA,19460,(610)983-1560,Theresa Kull,FALSE,
53571,Cardiothoracic Office,"826 Main Street, MOB II",Suite 303,Phoenixville,PA,19460,(610)983-1560,Theresa Kull,FALSE,
53572,ENT and Allergy Specialists,826 Main Street,Suite 201,Phoenixville,PA,19460,,,FALSE,
53572,ENT and Allergy Specialists,826 Main Street,Suite 201,Phoenixville,PA,19460,,,FALSE,
53572,ENT and Allergy Specialists,826 Main Street,Suite 201,Phoenixville,PA,19460,,,FALSE,
53572,ENT and Allergy Specialists,826 Main Street,Suite 201,Phoenixville,PA,19460,,,FALSE,
53572,ENT and Allergy Specialists,826 Main Street,Suite 201,Phoenixville,PA,19460,,,FALSE,
53572,ENT and Allergy Specialists,826 Main Street,Suite 201,Phoenixville,PA,19460,,,FALSE,
53572,ENT and Allergy Specialists,826 Main Street,Suite 201,Phoenixville,PA,19460,,,FALSE,
53572,ENT and Allergy Specialists,826 Main Street,Suite 201,Phoenixville,PA,19460,,,FALSE,
53580,"Pottstown Medical Specialists, Inc: Specialty Care-Phoenixville",826 Main Street,Suite 302,Phoenixville,PA,19460,,,FALSE,
53580,"Pottstown Medical Specialists, Inc: Specialty Care-Phoenixville",826 Main Street,Suite 302,Phoenixville,PA,19460,,,FALSE,
53580,"Pottstown Medical Specialists, Inc: Specialty Care-Phoenixville",826 Main Street,Suite 302,Phoenixville,PA,19460,,,FALSE,
53580,"Pottstown Medical Specialists, Inc: Specialty Care-Phoenixville",826 Main Street,Suite 302,Phoenixville,PA,19460,,,FALSE,
53582,The Breast Health Center of Phoenixville,"826 Main Street, MOB II",Suite 206,Phoenixville,PA,19460,(610)983-1980,Valerie Pizzo,FALSE,
53584,Valley Forge Surgical Associates - Phoenixville,826 Main Street,"Suite 301, MOB II",Phoenixville,PA,19460,(610)983-1540,Terry Kull,FALSE,
53584,Valley Forge Surgical Associates - Phoenixville,826 Main Street,"Suite 301, MOB II",Phoenixville,PA,19460,(610)983-1540,Terry Kull,FALSE,
53584,Valley Forge Surgical Associates - Phoenixville,826 Main Street,"Suite 301, MOB II",Phoenixville,PA,19460,(610)983-1540,Terry Kull,FALSE,
53584,Valley Forge Surgical Associates - Phoenixville,826 Main Street,"Suite 301, MOB II",Phoenixville,PA,19460,(610)983-1540,Terry Kull,FALSE,
53584,Valley Forge Surgical Associates - Phoenixville,826 Main Street,"Suite 301, MOB II",Phoenixville,PA,19460,(610)983-1540,Terry Kull,FALSE,
53605,"Surgical Specialists, PC",830 Old Lancaster Road,Suite 101,Bryn Mawr,PA,19010,,,FALSE,
53605,"Surgical Specialists, PC",830 Old Lancaster Road,Suite 101,Bryn Mawr,PA,19010,,,FALSE,
53605,"Surgical Specialists, PC",830 Old Lancaster Road,Suite 101,Bryn Mawr,PA,19010,,,FALSE,
53614,Rothman Institute,833 Chestnut Street,Suite 520,Philadelphia,PA,19107-4414,,,FALSE,
53614,Rothman Institute,833 Chestnut Street,Suite 520,Philadelphia,PA,19107-4414,,,FALSE,
53614,Rothman Institute,833 Chestnut Street,Suite 520,Philadelphia,PA,19107-4414,,,FALSE,
53614,Rothman Institute,833 Chestnut Street,Suite 520,Philadelphia,PA,19107-4414,,,FALSE,
53614,Rothman Institute,833 Chestnut Street,Suite 520,Philadelphia,PA,19107-4414,,,FALSE,
53614,Rothman Institute,833 Chestnut Street,Suite 520,Philadelphia,PA,19107-4414,,,FALSE,
53614,Rothman Institute,833 Chestnut Street,Suite 520,Philadelphia,PA,19107-4414,,,FALSE,
53615,Rothman Institute Orthopaedics,833 Chestnut Street,14th Floor,Philadelphia,PA,19107,,,FALSE,
53618,Philadelphia Hand to Shoulder Center,834 Chestnut Street,Suite G114,Philadelphia,PA,19107,,,FALSE,
53618,Philadelphia Hand to Shoulder Center,834 Chestnut Street,Suite G114,Philadelphia,PA,19107,,,FALSE,
53618,Philadelphia Hand to Shoulder Center,834 Chestnut Street,Suite G114,Philadelphia,PA,19107,,,FALSE,
53618,Philadelphia Hand to Shoulder Center,834 Chestnut Street,Suite G114,Philadelphia,PA,19107,,,FALSE,
53618,Philadelphia Hand to Shoulder Center,834 Chestnut Street,Suite G114,Philadelphia,PA,19107,,,FALSE,
53618,Philadelphia Hand to Shoulder Center,834 Chestnut Street,Suite G114,Philadelphia,PA,19107,,,FALSE,
53618,Philadelphia Hand to Shoulder Center,834 Chestnut Street,Suite G114,Philadelphia,PA,19107,,,FALSE,
53620,Laury Medical Associates,834 East Upsal Street,,Philadelphia,PA,19119,,,FALSE,
53634,Mid Atlantic Retina,840 Walnut Street,Suite 1020,Philadelphia,PA,19107,,,FALSE,
53634,Mid Atlantic Retina,840 Walnut Street,Suite 1020,Philadelphia,PA,19107,,,FALSE,
53634,Mid Atlantic Retina,840 Walnut Street,Suite 1020,Philadelphia,PA,19107,,,FALSE,
53634,Mid Atlantic Retina,840 Walnut Street,Suite 1020,Philadelphia,PA,19107,,,FALSE,
53634,Mid Atlantic Retina,840 Walnut Street,Suite 1020,Philadelphia,PA,19107,,,FALSE,
53634,Mid Atlantic Retina,840 Walnut Street,Suite 1020,Philadelphia,PA,19107,,,FALSE,
53634,Mid Atlantic Retina,840 Walnut Street,Suite 1020,Philadelphia,PA,19107,,,FALSE,
53656,Wynodmoor Hospice,8565 Stentan Ave,,Wyndmoor,PA,19038,,,FALSE,
53657,Main Line Medical Group,857 Montgomery Avenue,,Narberth,PA,19072,,,FALSE,
53657,Main Line Medical Group,857 Montgomery Avenue,,Narberth,PA,19072,,,FALSE,
53660,Delaware Valley Wound Care,860 Lancaster Avenue,,Devon,PA,19333,,,FALSE,
53678,"Robert M Paolino, DMD",871 Baltimore Pike,"Regency Plaza, Unit 15",Glen Mills,PA,19342,,,FALSE,
53681,Keystone Care/Palliative Care,8765 Stenton Avenue,,Wyndmoor,PA,19038,,,FALSE,
53681,Keystone Care/Palliative Care,8765 Stenton Avenue,,Wyndmoor,PA,19038,,,FALSE,
53681,Keystone Care/Palliative Care,8765 Stenton Avenue,,Wyndmoor,PA,19038,,,FALSE,
53681,Keystone Care/Palliative Care,8765 Stenton Avenue,,Wyndmoor,PA,19038,,,FALSE,
53693,Chestnut Hill Behavioral Health Associates,8815 Germantown Avenue,Suite 20,Philadelphia,PA,19118,,,FALSE,
53693,Chestnut Hill Behavioral Health Associates,8815 Germantown Avenue,Suite 20,Philadelphia,PA,19118,,,FALSE,
53696,"Chestnut Hill Endocrinology, Diabetes and Metabolic Associates",8815 Germantown Avenue,Suite 20,Philadelphia,PA,19118,,,FALSE,
53700,Chestnut Hill Surgical Associates,8815 Germantown Avenue,Suite 22,Philadelphia,PA,19118,,,FALSE,
53700,Chestnut Hill Surgical Associates,8815 Germantown Avenue,Suite 22,Philadelphia,PA,19118,,,FALSE,
53704,Jefferson Health,8815 Germantown Avenue,Suite 16,Philadelphia,PA,19118,,,FALSE,
53704,Jefferson Health,8815 Germantown Avenue,Suite 16,Philadelphia,PA,19118,,,FALSE,
53704,Jefferson Health,8815 Germantown Avenue,Suite 16,Philadelphia,PA,19118,,,FALSE,
53705,Pharo Pain Management Associates,8815 Germantown Avenue,Suite 33,Philadelphia,PA,19118,,,FALSE,
53706,Temple Orthopaedics,8815 Germantown Avenue,Suite 20,Philadelphia,PA,19118,,,FALSE,
53706,Temple Orthopaedics,8815 Germantown Avenue,Suite 20,Philadelphia,PA,19118,,,FALSE,
53707,Temple Orthopaedics and Sports Medicine,8815 Germantown Avenue,Suite 14,Philadelphia,PA,19118,,,FALSE,
53707,Temple Orthopaedics and Sports Medicine,8815 Germantown Avenue,Suite 14,Philadelphia,PA,19118,,,FALSE,
53707,Temple Orthopaedics and Sports Medicine,8815 Germantown Avenue,Suite 14,Philadelphia,PA,19118,,,FALSE,
53707,Temple Orthopaedics and Sports Medicine,8815 Germantown Avenue,Suite 14,Philadelphia,PA,19118,,,FALSE,
53707,Temple Orthopaedics and Sports Medicine,8815 Germantown Avenue,Suite 14,Philadelphia,PA,19118,,,FALSE,
53707,Temple Orthopaedics and Sports Medicine,8815 Germantown Avenue,Suite 14,Philadelphia,PA,19118,,,FALSE,
53707,Temple Orthopaedics and Sports Medicine,8815 Germantown Avenue,Suite 14,Philadelphia,PA,19118,,,FALSE,
53707,Temple Orthopaedics and Sports Medicine,8815 Germantown Avenue,Suite 14,Philadelphia,PA,19118,,,FALSE,
53713,Chestnut Hill Surgical Associates,8815 Germantown Avenue,Suite 22A & 22B,Philadelphia,PA,19118,(215)836-5120,Linda Murphy,FALSE,
53713,Chestnut Hill Surgical Associates,8815 Germantown Avenue,Suite 22A & 22B,Philadelphia,PA,19118,(215)836-5120,Linda Murphy,FALSE,
53713,Chestnut Hill Surgical Associates,8815 Germantown Avenue,Suite 22A & 22B,Philadelphia,PA,19118,(215)836-5120,Linda Murphy,FALSE,
53713,Chestnut Hill Surgical Associates,8815 Germantown Avenue,Suite 22A & 22B,Philadelphia,PA,19118,(215)836-5120,Linda Murphy,FALSE,
53713,Chestnut Hill Surgical Associates,8815 Germantown Avenue,Suite 22A & 22B,Philadelphia,PA,19118,(215)836-5120,Linda Murphy,FALSE,
53713,Chestnut Hill Surgical Associates,8815 Germantown Avenue,Suite 22A & 22B,Philadelphia,PA,19118,(215)836-5120,Linda Murphy,FALSE,
53713,Chestnut Hill Surgical Associates,8815 Germantown Avenue,Suite 22A & 22B,Philadelphia,PA,19118,(215)836-5120,Linda Murphy,FALSE,
53718,"Douglas Kligman, MD",8815 Germantown Avenue,Suite 30,Philadelphia,PA,19118,,,FALSE,
53720,The Plastic Surgery Center,8815 Germantown Avenue,Suite 46,Philadelphia,PA,19118,,,FALSE,
53720,The Plastic Surgery Center,8815 Germantown Avenue,Suite 46,Philadelphia,PA,19118,,,FALSE,
53720,The Plastic Surgery Center,8815 Germantown Avenue,Suite 46,Philadelphia,PA,19118,,,FALSE,
53720,The Plastic Surgery Center,8815 Germantown Avenue,Suite 46,Philadelphia,PA,19118,,,FALSE,
53722,Berger Henry ENT Specialty Group,8815 Germantown Avenue,Suite 32,Philadelphia,PA,19118,,,FALSE,
53725,Chestnut Hill Women's Health Associates,8815 Germantown Avenue,Suite 46,Philadelphia,PA,19118,,,FALSE,
53729,Chestnut Hill Podiatry Associates,8815 Germantown Avenue,Suite 11,Philadelphia,PA,19118,,,FALSE,
53729,Chestnut Hill Podiatry Associates,8815 Germantown Avenue,Suite 11,Philadelphia,PA,19118,,,FALSE,
53729,Chestnut Hill Podiatry Associates,8815 Germantown Avenue,Suite 11,Philadelphia,PA,19118,,,FALSE,
53729,Chestnut Hill Podiatry Associates,8815 Germantown Avenue,Suite 11,Philadelphia,PA,19118,,,FALSE,
53729,Chestnut Hill Podiatry Associates,8815 Germantown Avenue,Suite 11,Philadelphia,PA,19118,,,FALSE,
53729,Chestnut Hill Podiatry Associates,8815 Germantown Avenue,Suite 11,Philadelphia,PA,19118,,,FALSE,
53733,Chestnut Hill Women's Health Associates - Philadelphia,8815 Germantown Avenue,Suite 40,Philadelphia,PA,19118,(215)248-3100,Victoria Gueilts,FALSE,
53733,Chestnut Hill Women's Health Associates - Philadelphia,8815 Germantown Avenue,Suite 40,Philadelphia,PA,19118,(215)248-3100,Victoria Gueilts,FALSE,
53733,Chestnut Hill Women's Health Associates - Philadelphia,8815 Germantown Avenue,Suite 40,Philadelphia,PA,19118,(215)248-3100,Victoria Gueilts,FALSE,
53733,Chestnut Hill Women's Health Associates - Philadelphia,8815 Germantown Avenue,Suite 40,Philadelphia,PA,19118,(215)248-3100,Victoria Gueilts,FALSE,
53733,Chestnut Hill Women's Health Associates - Philadelphia,8815 Germantown Avenue,Suite 40,Philadelphia,PA,19118,(215)248-3100,Victoria Gueilts,FALSE,
53741,"Todd D. Aaron, MD",8815 Germantown Avenue,Suite 31,Philadelphia,PA,19118,,,FALSE,
53743,"Urology Health Specialists, LLC",8815 Germantown Avenue,Suite 46,Philadelphia,PA,19118,,,FALSE,
53743,"Urology Health Specialists, LLC",8815 Germantown Avenue,Suite 46,Philadelphia,PA,19118,,,FALSE,
53743,"Urology Health Specialists, LLC",8815 Germantown Avenue,Suite 46,Philadelphia,PA,19118,,,FALSE,
53748,Temple Lung Center,8815 Germantown Avenue,Suite 12,Philadelphia,PA,19118,,,FALSE,
53748,Temple Lung Center,8815 Germantown Avenue,Suite 12,Philadelphia,PA,19118,,,FALSE,
53748,Temple Lung Center,8815 Germantown Avenue,Suite 12,Philadelphia,PA,19118,,,FALSE,
53750,"Pennsylvania Vascular Associates, PC",8815 Germantown Avenue,Suite 22A,Philadelphia,PA,19118,,,FALSE,
53750,"Pennsylvania Vascular Associates, PC",8815 Germantown Avenue,Suite 22A,Philadelphia,PA,19118,,,FALSE,
53750,"Pennsylvania Vascular Associates, PC",8815 Germantown Avenue,Suite 22A,Philadelphia,PA,19118,,,FALSE,
53752,"Chestnut Hill Family Practice, Residency Program",8815 Germantown Avenue,5th Floor,Philadelphia,PA,19118,(215)248-8145,Susan Melrath,FALSE,
53752,"Chestnut Hill Family Practice, Residency Program",8815 Germantown Avenue,5th Floor,Philadelphia,PA,19118,(215)248-8145,Susan Melrath,FALSE,
53752,"Chestnut Hill Family Practice, Residency Program",8815 Germantown Avenue,5th Floor,Philadelphia,PA,19118,(215)248-8145,Susan Melrath,FALSE,
53752,"Chestnut Hill Family Practice, Residency Program",8815 Germantown Avenue,5th Floor,Philadelphia,PA,19118,(215)248-8145,Susan Melrath,FALSE,
53752,"Chestnut Hill Family Practice, Residency Program",8815 Germantown Avenue,5th Floor,Philadelphia,PA,19118,(215)248-8145,Susan Melrath,FALSE,
53752,"Chestnut Hill Family Practice, Residency Program",8815 Germantown Avenue,5th Floor,Philadelphia,PA,19118,(215)248-8145,Susan Melrath,FALSE,
53752,"Chestnut Hill Family Practice, Residency Program",8815 Germantown Avenue,5th Floor,Philadelphia,PA,19118,(215)248-8145,Susan Melrath,FALSE,
53752,"Chestnut Hill Family Practice, Residency Program",8815 Germantown Avenue,5th Floor,Philadelphia,PA,19118,(215)248-8145,Susan Melrath,FALSE,
53768,Center for Sleep Medicine,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53768,Center for Sleep Medicine,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53770,Chestnut Hill Hospital: OR Scheduling Office,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53771,Chestnut Hill Hospital: Employee,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53772,Chestnut Hill Hospital:  Dept of Surgery,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53773,Chestnut Hill Hospital: Hospitalist Group,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53773,Chestnut Hill Hospital: Hospitalist Group,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53773,Chestnut Hill Hospital: Hospitalist Group,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53773,Chestnut Hill Hospital: Hospitalist Group,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53773,Chestnut Hill Hospital: Hospitalist Group,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53777,Chestnut Hill Pathology Associates,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53779,Chestnut Hill Hospital,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53779,Chestnut Hill Hospital,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53779,Chestnut Hill Hospital,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53779,Chestnut Hill Hospital,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53779,Chestnut Hill Hospital,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53779,Chestnut Hill Hospital,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53779,Chestnut Hill Hospital,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53779,Chestnut Hill Hospital,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53779,Chestnut Hill Hospital,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53779,Chestnut Hill Hospital,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53779,Chestnut Hill Hospital,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53779,Chestnut Hill Hospital,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53779,Chestnut Hill Hospital,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53779,Chestnut Hill Hospital,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53779,Chestnut Hill Hospital,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53779,Chestnut Hill Hospital,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53779,Chestnut Hill Hospital,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53779,Chestnut Hill Hospital,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53779,Chestnut Hill Hospital,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53779,Chestnut Hill Hospital,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53779,Chestnut Hill Hospital,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53779,Chestnut Hill Hospital,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53779,Chestnut Hill Hospital,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53779,Chestnut Hill Hospital,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53779,Chestnut Hill Hospital,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53779,Chestnut Hill Hospital,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53779,Chestnut Hill Hospital,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53779,Chestnut Hill Hospital,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
53784,"Tri-County Emergency Physicians, LLC",Chestnut Hill Hospital: Dept of Emergency Medicine,8835 Germantown Avenue,Philadelphia,PA,19118,,,FALSE,
53784,"Tri-County Emergency Physicians, LLC",Chestnut Hill Hospital: Dept of Emergency Medicine,8835 Germantown Avenue,Philadelphia,PA,19118,,,FALSE,
53784,"Tri-County Emergency Physicians, LLC",Chestnut Hill Hospital: Dept of Emergency Medicine,8835 Germantown Avenue,Philadelphia,PA,19118,,,FALSE,
53784,"Tri-County Emergency Physicians, LLC",Chestnut Hill Hospital: Dept of Emergency Medicine,8835 Germantown Avenue,Philadelphia,PA,19118,,,FALSE,
53784,"Tri-County Emergency Physicians, LLC",Chestnut Hill Hospital: Dept of Emergency Medicine,8835 Germantown Avenue,Philadelphia,PA,19118,,,FALSE,
53784,"Tri-County Emergency Physicians, LLC",Chestnut Hill Hospital: Dept of Emergency Medicine,8835 Germantown Avenue,Philadelphia,PA,19118,,,FALSE,
53784,"Tri-County Emergency Physicians, LLC",Chestnut Hill Hospital: Dept of Emergency Medicine,8835 Germantown Avenue,Philadelphia,PA,19118,,,FALSE,
53784,"Tri-County Emergency Physicians, LLC",Chestnut Hill Hospital: Dept of Emergency Medicine,8835 Germantown Avenue,Philadelphia,PA,19118,,,FALSE,
